Day,Year,PM2.5,Predicted_PM2.5
2024-06-11,3.7574573782352467,2.23,1.8839285714285716
2024-06-12,3.7574573782352467,2.09,2.2560000000000007
2024-06-13,3.7574573782352467,2.86,2.2560000000000007
2024-06-14,3.7574573782352467,2.64,2.855
2024-06-15,3.7574573782352467,2.91,2.5074999999999994
2024-06-17,3.7574573782352467,2.59,3.3175
2024-06-18,3.7574573782352467,2.86,2.5074999999999994
2024-06-19,3.7574573782352467,2.82,3.3175
2024-06-20,3.7574573782352467,2.36,2.0466666666666664
2024-06-21,3.7574573782352467,2.32,2.456415094339622
2024-06-22,3.7574573782352467,2.14,2.456415094339622
2024-06-23,3.7574573782352467,2.09,2.456415094339622
2024-06-24,3.7574573782352467,2.27,2.456415094339622
2024-06-25,3.7574573782352467,2.0,2.456415094339622
2024-06-26,3.7574573782352467,2.23,1.8975
2024-06-27,3.7574573782352467,2.86,2.456415094339622
2024-06-28,3.7574573782352467,2.64,3.4524999999999997
2024-06-29,3.7574573782352467,2.59,3.715
2024-06-30,3.7574573782352467,2.27,3.715
2024-07-01,3.7574573782352467,2.09,2.2116666666666664
2024-07-02,3.7574573782352467,2.45,2.2560000000000007
2024-07-03,3.7574573782352467,2.55,2.2560000000000007
2024-07-04,3.7574573782352467,2.68,2.5074999999999994
2024-07-05,3.7574573782352467,1.95,2.5074999999999994
2024-07-06,3.7574573782352467,2.77,1.8839285714285716
2024-07-07,3.7574573782352467,2.41,2.5074999999999994
2024-07-08,3.7574573782352467,2.41,2.2560000000000007
2024-07-09,3.7574573782352467,2.68,2.2560000000000007
2024-07-10,3.7574573782352467,2.45,2.5074999999999994
2024-07-11,3.7574573782352467,2.55,2.2560000000000007
2024-07-12,3.7574573782352467,2.32,2.5074999999999994
2024-07-13,3.7574573782352467,2.82,2.2560000000000007
2024-07-14,3.7574573782352467,2.55,2.0466666666666664
2024-07-15,3.7574573782352467,2.68,2.5074999999999994
2024-07-16,3.7574573782352467,2.55,2.5074999999999994
2024-07-17,3.7574573782352467,2.27,2.5074999999999994
2024-07-18,3.7574573782352467,2.27,2.456415094339622
2024-07-19,3.7574573782352467,2.18,2.456415094339622
2024-07-20,3.7574573782352467,2.27,2.456415094339622
2024-07-21,3.7574573782352467,2.68,2.456415094339622
2024-07-22,3.7574573782352467,3.05,2.5074999999999994
2024-07-23,3.7574573782352467,3.14,2.5125
2024-07-24,3.7574573782352467,2.0,3.594
2024-07-25,3.7574573782352467,2.32,2.456415094339622
2024-07-26,3.7574573782352467,2.64,2.456415094339622
2024-07-27,3.7574573782352467,2.45,2.2600000000000002
2024-07-28,3.7574573782352467,2.05,2.59
2024-07-29,3.7574573782352467,1.14,2.59
2024-07-30,3.7574573782352467,2.27,1.2275
2024-07-31,3.7574573782352467,2.27,2.59
2024-08-01,3.7574573782352467,2.36,2.2116666666666664
2024-08-02,3.7574573782352467,3.05,2.1199999999999997
2024-08-03,3.7574573782352467,2.73,2.1666666666666665
2024-08-04,3.7574573782352467,2.59,2.5074999999999994
2024-08-05,3.7574573782352467,2.18,2.5074999999999994
2024-08-06,3.7574573782352467,2.77,2.2560000000000007
2024-08-07,3.7574573782352467,2.41,2.5074999999999994
2024-08-08,3.7574573782352467,2.95,2.2560000000000007
2024-08-09,3.7574573782352467,2.59,2.1666666666666665
2024-08-10,3.7574573782352467,2.32,2.5074999999999994
2024-08-11,3.7574573782352467,2.09,2.2560000000000007
2024-08-12,3.7574573782352467,2.0,2.1199999999999997
2024-08-13,3.7574573782352467,2.36,2.2560000000000007
2024-08-14,3.7574573782352467,3.05,2.2560000000000007
2024-08-15,3.7574573782352467,2.45,2.6225
2024-08-16,3.7574573782352467,2.41,2.456415094339622
2024-08-17,3.7574573782352467,2.09,2.1199999999999997
2024-08-18,3.7574573782352467,2.32,2.456415094339622
2024-08-19,3.7574573782352467,2.18,2.456415094339622
2024-08-20,3.7574573782352467,2.55,2.1199999999999997
2024-08-21,3.7574573782352467,2.36,2.5074999999999994
2024-08-22,3.7574573782352467,2.64,2.456415094339622
2024-08-23,3.7574573782352467,2.32,2.5074999999999994
2024-08-24,3.7574573782352467,2.68,2.456415094339622
2024-08-25,3.7574573782352467,2.41,2.2600000000000002
2024-08-26,3.7574573782352467,2.32,2.456415094339622
2024-08-27,3.7574573782352467,2.36,2.456415094339622
2024-08-28,3.7574573782352467,2.14,2.59
2024-08-29,3.7574573782352467,2.23,2.59
2024-08-30,3.7574573782352467,2.59,2.59
2024-08-31,3.7574573782352467,1.36,3.715
2024-09-01,3.7574573782352467,2.14,2.9749999999999996
2024-09-02,3.7574573782352467,2.32,2.2560000000000007
2024-09-03,3.7574573782352467,2.45,2.2560000000000007
2024-09-04,3.7574573782352467,2.59,2.2560000000000007
2024-09-05,3.7574573782352467,2.73,2.5074999999999994
2024-09-06,3.7574573782352467,3.0,2.5074999999999994
2024-09-07,3.7574573782352467,3.0,2.1666666666666665
2024-09-08,3.7574573782352467,2.32,2.1666666666666665
2024-09-09,3.7574573782352467,2.27,2.2560000000000007
2024-09-10,3.7574573782352467,2.45,2.2560000000000007
2024-09-11,3.7574573782352467,2.36,2.2560000000000007
2024-09-12,3.7574573782352467,2.59,2.2560000000000007
2024-09-13,3.7574573782352467,2.82,2.5074999999999994
2024-09-14,3.7574573782352467,2.77,2.0466666666666664
2024-09-15,3.7574573782352467,2.59,2.5074999999999994
2024-09-16,3.7574573782352467,3.23,2.5074999999999994
2024-09-17,3.7574573782352467,3.82,3.054
2024-09-18,3.7574573782352467,2.77,4.3100000000000005
2024-09-19,3.7574573782352467,3.32,2.5074999999999994
2024-09-20,3.7574573782352467,2.45,3.32375
2024-09-21,3.7574573782352467,0.5,2.456415094339622
2024-09-22,3.7574573782352467,0.59,1.2275
2024-09-23,3.7574573782352467,2.82,1.2275
2024-09-24,3.7574573782352467,2.68,2.0466666666666664
2024-09-25,3.7574573782352467,3.27,2.2600000000000002
2024-09-26,3.7574573782352467,3.86,3.8075
2024-09-27,3.7574573782352467,4.32,3.79
2024-09-28,3.7574573782352467,3.55,2.84
2024-09-29,3.7574573782352467,2.55,4.236
2024-09-30,3.7574573782352467,2.36,3.016666666666667
2024-10-01,3.7574573782352467,2.32,2.115
2024-10-02,3.7574573782352467,2.0,2.2560000000000007
2024-10-03,3.7574573782352467,2.32,2.2560000000000007
2024-10-04,3.7574573782352467,2.36,2.2560000000000007
2024-10-05,3.7574573782352467,3.5,2.2560000000000007
2024-10-06,3.7574573782352467,4.0,3.8075
2024-10-07,3.7574573782352467,3.23,3.44
2024-10-08,3.7574573782352467,2.5,2.6675
2024-10-09,3.7574573782352467,2.86,3.3766666666666665
2024-10-10,3.7574573782352467,3.77,3.1380000000000003
2024-10-11,3.7574573782352467,3.36,3.6399999999999997
2024-10-12,3.7574573782352467,4.14,3.8075
2024-10-13,3.7574573782352467,3.0,3.67
2024-10-14,3.7574573782352467,3.36,3.1380000000000003
2024-10-15,3.7574573782352467,4.18,3.8075
2024-10-16,3.7574573782352467,3.64,3.5
2024-10-17,3.7574573782352467,4.18,3.6399999999999997
2024-10-18,3.7574573782352467,3.0,3.5
2024-10-19,3.7574573782352467,2.0,3.1380000000000003
2024-10-20,3.7574573782352467,1.23,2.456415094339622
2024-10-21,3.7574573782352467,2.18,2.2866666666666666
2024-10-22,3.7574573782352467,2.59,2.456415094339622
2024-10-23,3.7574573782352467,2.86,3.3766666666666665
2024-10-24,3.7574573782352467,4.32,3.1380000000000003
2024-10-25,3.7574573782352467,5.41,2.84
2024-10-26,3.7574573782352467,3.36,3.83
2024-10-27,3.7574573782352467,2.91,3.8075
2024-10-28,3.7574573782352467,3.14,3.205
2024-10-29,3.7574573782352467,3.5,3.054
2024-10-30,3.7574573782352467,3.09,3.32375
2024-10-31,3.7574573782352467,3.45,3.054
2024-11-01,3.7574573782352467,3.45,3.375
2024-11-02,3.7574573782352467,4.27,3.375
2024-11-03,3.7574573782352467,3.95,4.195
2024-11-04,3.7574573782352467,3.95,4.195
2024-11-05,3.7574573782352467,3.14,4.7375
2024-11-06,3.7574573782352467,2.86,3.594
2024-11-07,3.7574573782352467,3.5,3.41
2024-11-08,3.7574573782352467,3.73,2.516666666666667
2024-11-09,3.7574573782352467,4.5,3.7380000000000004
2024-11-10,3.7574573782352467,5.82,5.019444444444444
2024-11-11,3.7574573782352467,4.77,4.56
2024-11-12,3.7574573782352467,5.45,5.019444444444444
2024-11-13,3.7574573782352467,5.64,4.714285714285714
2024-11-14,3.7574573782352467,5.32,5.5200000000000005
2024-11-15,3.7574573782352467,4.09,4.714285714285714
2024-11-16,3.7574573782352467,3.82,4.3100000000000005
2024-11-17,3.7574573782352467,3.45,4.9875
2024-11-18,3.7574573782352467,3.45,2.516666666666667
2024-11-19,3.7574573782352467,3.32,2.516666666666667
2024-11-20,3.7574573782352467,3.32,2.516666666666667
2024-11-21,3.7574573782352467,2.91,2.516666666666667
2024-11-22,3.7574573782352467,3.59,3.41
2024-11-23,3.7574573782352467,3.05,2.516666666666667
2024-11-24,3.7574573782352467,2.82,2.8766666666666665
2024-11-25,3.7574573782352467,3.18,3.41
2024-11-26,3.7574573782352467,2.86,3.594
2024-11-27,3.7574573782352467,3.05,3.41
2024-11-28,3.7574573782352467,2.82,3.106666666666667
2024-11-29,3.7574573782352467,3.14,3.106666666666667
2024-11-30,3.7574573782352467,4.27,3.594
2024-12-01,3.7574573782352467,5.41,3.893333333333333
2024-12-02,3.7574573782352467,6.05,4.714285714285714
2024-12-03,3.7574573782352467,5.77,4.56
2024-12-04,3.7574573782352467,5.05,4.56
2024-12-05,3.7574573782352467,4.14,4.714285714285714
2024-12-06,3.7574573782352467,4.32,4.7375
2024-12-07,3.7574573782352467,4.5,3.603333333333333
2024-12-08,3.7574573782352467,3.82,5.019444444444444
2024-12-09,3.7574573782352467,3.59,4.7375
2024-12-10,3.7574573782352467,4.68,3.88
2024-12-11,3.7574573782352467,4.68,5.019444444444444
2024-12-12,3.7574573782352467,3.86,5.019444444444444
2024-12-13,3.7574573782352467,3.18,4.9875
2024-12-14,3.7574573782352467,2.95,3.88
2024-12-15,3.7574573782352467,3.05,3.41
2024-12-16,3.7574573782352467,3.18,2.8766666666666665
2024-12-17,3.7574573782352467,4.23,4.653333333333333
2024-12-18,3.7574573782352467,4.91,4.7375
2024-12-19,3.7574573782352467,4.14,3.7699999999999996
2024-12-20,3.7574573782352467,4.91,4.7375
2024-12-21,3.7574573782352467,5.55,3.7699999999999996
2024-12-22,3.7574573782352467,4.27,4.714285714285714
2024-12-23,3.7574573782352467,5.14,4.7375
2024-12-24,3.7574573782352467,5.45,5.582
2024-12-25,3.7574573782352467,5.32,5.582
2024-12-26,3.7574573782352467,5.68,3.83
2024-12-27,3.7574573782352467,5.64,4.773333333333333
2024-12-28,3.7574573782352467,3.95,4.773333333333333
2024-12-29,3.7574573782352467,3.5,4.7375
